MetrikiBot,3
ScottLantz2,3
DalcherBot,3
DreamBot,3
Jonjonbot,3
HBC AIV helperbot9,3
DividingBot,3
Citation bot 3,3
BarkBot,3
Jager Bot,3
CataBotTsirel,3
Prof.Bot.1,3
GeniusBot,3
CMoonBot,3
SunCreatorBot,3
ConnectiBot,3
AVdiscuBOT,3
A bot called Bob,3
BlackDart,3
EdinBot,3
Wpp research bot,3
Bot for Justice,3
FWTestBot,3
PNG recompression,3
Ethen12bot,3
Botrie,3
PavloChemBot,3
GameSpot-Eng-Bot,3
Munjabot~usurped,3
DemocraticsBot,3
JThorneBOT,3
Doombot,3
Nothingbot,3
Naomi2319bot,3
BezkingBot-Link,2
FRadical Bot,2
Mkdw Bot,2
Sigmabot,2
Elissonbot,2
AngBot,2
Edbot~enwiki,2
XaxaBot,2
Natig98bot,2
Bot-chan~enwiki,2
VoABot III,2
Gabriel-Bot,2
Zeronosayoukubot,2
GCIBot,2
CitationTool,2
SashkoBot,2
SoxrockBot,2
Petr Kyborg,2
Anonymoususerdaily,2
Xibot,2
ShinBot,2
SdBot,2
Seedbot2,2
RoggBot,2
Bot FH,2
RichardcavellBot,2
Wpcat,2
MoondyneBot,2
PanzerBot,2
InfoBot~enwiki,2
AmigaBot,2
SplineBot,2
AddihockeyBot,2
ScanDot,2
Macro Bot,2
RelistBot,2
Josh3580 BOT,2
JaskaBOT,2
SLMSBot,2
LA2-bot,2
TrBot,2
RepairBot,2
FSBot I,2
Bot van der Hoorn,2
Antime Bot I~enwiki,2
EuseBot,2
SUL Bot,2
PhyloBot,2
SKbot,2
BackfireBot,2
SidoBot,2
NerdyScienceBot,2
MotinBot,2
So-Mr.Z-bot,2
Rø bot,2
USCOTM Bot,2
Tanqbot,2
Vinne2.bot,2
Ethen12bot 2,2
GrashoofdBot,2
Imbot1,2
StubSyncBot,2
ArticleListBot,2
ProgreSS,2
StillwaterBot,2
BraincricketBot,2
AFCbot,2
Danroks bot,2
??:?,2
Rodrigo Padula (BOT),2
Danilo.bot,2
FolksourceBot,2
CX42 Bot,2
EastEnders Bot,2
Adrián Neves Bot,2
Joel's Bot,2
SageBot,2
PerlegoEditorBot,2
Eflybot,2
BSqure,2
BadCitationBot,2
ZhengdunBot,2
PowerBOT,1
BumlaBot,1
People-n-photo-bot,1
Image-req-proj-bot,1
PattyBot,1
EssjayBot IV,1
PsychAWB,1
Cyberbot,1
SpongeBot (usurped),1
KhiviBot,1
ShakataBot,1
ShinmaBot,1
Slowbot,1
BezkingBot,1
CleanBot,1
PC78-bot,1
TrionaBot,1
Reader bot,1
MazinBot,1
ProtectionBot,1
Spelian,1
GBenemyBot,1
LolBot,1
ZkBot,1
BannerBot,1
ChoreBot,1
Xubiquitous,1
LuddsBot,1
Edmundobot,1
Pparazorbot,1
KingRbot,1
TeoBot,1
Pp-bot,1
GoatBot,1
Einsteinbot,1
CwraschkeDataBot,1
Nomenclaturebrowser,1
SpammerTrapBot,1
FlutefluteBot,1
BlackpoolFCBot,1
GaemariBot,1
CAT:TEMP deletion bot,1
NorefBot,1
LolsimonBot,1
Porchcorpterbot,1
Typebot,1
PatersBot,1
Pranbot,1
Prabot,1
Livetslott,1
Livetslotteri,1
WizardBot,1
Shanbot,1
Courcelles Bot,1
CekPotBot,1
BlackDemon2,1
AllaSmackBot,1
Bonabot,1
WBot17,1
WalkingSoulBot,1
MomijiRoBot,1
Yoni12Bot,1
RjpBot,1
VibhijainBot,1
FroggyBot,1
UK Legislation Bot,1
Cyberbot III,1
SimoneBot,1
Colourful Bot,1
TronBot,1
Mainulmizan bot,1
Whymbot,1
SocialBot,1
Ryan-Bot,1
FahBot,1
YansearchBot,1
ONKbot,1
QuerubBOT,1
1VeertjeBot,1
Patrick87-Bot,1
Descriptioncreator,1
CultureBot,1
Boten Anna,1
MarmaseBot,1
RHbot,1
AntidereBot,1
SchuBota,1
MohandesBot,1
Tokrkbot,1
KoehlBot,1
DanKoehlBot,1
Sn1pebot Mk. II,1
Bobergerbot,1
Wargo32.exe,1
Lowercase sigmabot V,1
Lowercase sigmabot I,1
BrackiBot,1
Shareobot,1
Rahhib,1
MedHrox,1
MedusaBOT,1
